uniqueID,name,gender,birthDate,member,partyAbbrev,partyName,partySimplifiedName,year_elected
Brown1894,"Brown, Geoffrey",male,1894-04-25,1,LIB,Liberal Party of Australia,Liberals,1949
Brown1920,"Brown, Bill",male,1920-12-04,0,ALP,Australian Labor Party,Labor,NA
Brown1931,"Brown, John",male,1931-12-19,1,ALP,Australian Labor Party,Labor,1977
Brown1933,"Brown, Bob, MP",male,1933-12-02,1,ALP,Australian Labor Party,Labor,1984
Brown1933,"Brown, Bob, MP",male,1933-12-02,1,ALP,Australian Labor Party,Labor,1980
Brown1940,"Brown, Neil",male,1940-02-22,1,LIB,Liberal Party of Australia,Liberals,1969
Brown1940,"Brown, Neil",male,1940-02-22,1,LIB,Liberal Party of Australia,Liberals,1975
Brown1940,"Brown, Neil",male,1940-02-22,1,LIB,Liberal Party of Australia,Liberals,1984
Brown1944,"Brown, Bob, Senator",male,1944-12-27,0,GRN,Australian Greens,Australian Greens,NA
Brown1963,"Brown, Carol",female,1963-07-19,0,ALP,Australian Labor Party,Labor,NA
Brownbill1914,"Brownbill, Kay",female,1914-07-21,1,LIB,Liberal Party of Australia,Liberals,1966
Browne1924,"Browne, Peter",male,1924-07-15,1,LIB,Liberal Party of Australia,Liberals,1958
Brownhill1935,"Brownhill, David",male,1935-11-16,0,NPA,National Party of Australia,Nationals,NA
Bruce1883,"Bruce, Stanley",male,1883-04-15,1,NAT,Nationalist Party,Nationalist Party,1918
Bruce1883,"Bruce, Stanley",male,1883-04-15,1,NAT,Nationalist Party,Nationalist Party,1931
Bruce1883,"Bruce, Stanley",male,1883-04-15,1,UAP,United Australia Party,United Australia Party,1918
Bruce1883,"Bruce, Stanley",male,1883-04-15,1,UAP,United Australia Party,United Australia Party,1931
Bruce1884,"Bruce, Harry",male,1884-05-16,1,ALP,Australian Labor Party,Labor,1951
Brumby1953,"Brumby, John",male,1953-04-21,1,ALP,Australian Labor Party,Labor,1983
Bryant1914,"Bryant, Gordon",male,1914-08-03,1,ALP,Australian Labor Party,Labor,1955
Bryson1898,"Bryson, Bill",male,1898-02-24,1,ALP,Australian Labor Party,Labor,1943
Bryson1898,"Bryson, Bill",male,1898-02-24,1,ALP,Australian Labor Party,Labor,1949
Bryson1898,"Bryson, Bill",male,1898-02-24,1,ALP (A-C),Australian Labor Party (Anti-Communist),Australian Labor Party (Anti-Communist),1943
Bryson1898,"Bryson, Bill",male,1898-02-24,1,ALP (A-C),Australian Labor Party (Anti-Communist),Australian Labor Party (Anti-Communist),1949
Buchanan1905,"Buchanan, Alex",male,1905-10-04,1,IND,Independent,Independent,1955
Buchanan1905,"Buchanan, Alex",male,1905-10-04,1,LIB,Liberal Party of Australia,Liberals,1955
Buchholz1968,"Buchholz, Scott",male,1968-03-27,1,LIB,Liberal Party of Australia,Liberals,2010
Buckland1947,"Buckland, Geoff",male,1947-11-10,0,ALP,Australian Labor Party,Labor,NA
Bull1905,"Bull, Tom",male,1905-09-07,0,CP,Australian Country Party,Nationals,NA
Bullock1955,"Bullock, Joe",male,1955-04-13,0,ALP,Australian Labor Party,Labor,NA
Bungey1934,"Bungey, Mel",male,1934-08-30,1,LIB,Liberal Party of Australia,Liberals,1974
Bunton1902,"Bunton, Cleaver",male,1902-05-05,0,IND,Independent,Independent,NA
Burchell1883,"Burchell, Reginald",male,1883-05-20,1,ALP,Australian Labor Party,Labor,1913
Burchell1883,"Burchell, Reginald",male,1883-05-20,1,NAT,Nationalist Party,Nationalist Party,1913
Burke1910,"Burke, Tom",male,1910-08-28,1,ALP,Australian Labor Party,Labor,1943
Burke1966,"Burke, Anna",female,1966-01-01,1,ALP,Australian Labor Party,Labor,1998
Burke1969,"Burke, Tony",male,1969-11-04,1,ALP,Australian Labor Party,Labor,2004
Burney1957,"Burney, Linda",female,1957-04-25,1,ALP,Australian Labor Party,Labor,2016
Burns1869,"Burns, George",male,1869-04-19,1,ALP,Australian Labor Party,Labor,1913
Burns1929,"Burns, Bryant",male,1929-03-24,0,ALP,Australian Labor Party,Labor,NA
Burns1933,"Burns, William",male,1933-10-22,1,LIB,Liberal Party of Australia,Liberals,1977
Burns1987,"Burns, Josh",male,1987-02-06,1,ALP,Australian Labor Party,Labor,2019
Burr1939,"Burr, Max",male,1939-01-09,1,LIB,Liberal Party of Australia,Liberals,1984
Burr1939,"Burr, Max",male,1939-01-09,1,LIB,Liberal Party of Australia,Liberals,1975
Burston1948,"Burston, Brian",male,1948-02-25,0,PHON,Pauline Hansons One Nation,Pauline Hansons One Nation,NA
Bury1913,"Bury, Les",male,1913-02-25,1,LIB,Liberal Party of Australia,Liberals,1956
Bushby1965,"Bushby, David",male,1965-07-17,0,LIB,Liberal Party of Australia,Liberals,NA
Butler1970,"Butler, Mark",male,1970-07-08,1,ALP,Australian Labor Party,Labor,2007
Butler1970,"Butler, Mark",male,1970-07-08,1,ALP,Australian Labor Party,Labor,2019
Butler1977,"Butler, Terri",female,1977-11-28,1,ALP,Australian Labor Party,Labor,2014
Buttfield1912,"Buttfield, Nancy",female,1912-11-12,0,LIB,Liberal Party of Australia,Liberals,NA
Button1932,"Button, John",male,1932-06-30,0,ALP,Australian Labor Party,Labor,NA
Buzacott1867,"Buzacott, Dick",male,1867-09-07,0,ALP,Australian Labor Party,Labor,NA
Buzacott1867,"Buzacott, Dick",male,1867-09-07,0,NAT,Nationalist Party,Nationalist Party,NA
Byrne1910,"Byrne, Condon",male,1910-05-25,0,ALP,Australian Labor Party,Labor,NA
Byrne1910,"Byrne, Condon",male,1910-05-25,0,DLP,Democratic Labor Party,Democratic Labor Party,NA
Byrne1910,"Byrne, Condon",male,1910-05-25,0,QLP,Queensland Labor Party,Queensland Labor Party,NA
Byrne1962,"Byrne, Anthony",male,1962-12-01,1,ALP,Australian Labor Party,Labor,1999
Cadman1937,"Cadman, Alan",male,1937-07-26,1,LIB,Liberal Party of Australia,Liberals,1974
Cairns1914,"Cairns, Jim",male,1914-10-04,1,ALP,Australian Labor Party,Labor,1969
Cairns1914,"Cairns, Jim",male,1914-10-04,1,ALP,Australian Labor Party,Labor,1955
Cairns1929,"Cairns, Kevin",male,1929-05-15,1,LIB,Liberal Party of Australia,Liberals,1963
Cairns1929,"Cairns, Kevin",male,1929-05-15,1,LIB,Liberal Party of Australia,Liberals,1974
Calder1916,"Calder, Sam",male,1916-08-10,1,CP,Australian Country Party,Nationals,1966
Calder1916,"Calder, Sam",male,1916-08-10,1,NCP,National Country Party,Nationals,1966
Calvert1940,"Calvert, Paul",male,1940-01-19,0,LIB,Liberal Party of Australia,Liberals,NA
Calwell1896,"Calwell, Arthur",male,1896-08-28,1,ALP,Australian Labor Party,Labor,1940
Cameron1851,"Cameron, Donald Norman",male,1851-11-03,1,FT,Free Trade,Free Trade,1901
Cameron1851,"Cameron, Donald Norman",male,1851-11-03,1,FT,Free Trade,Free Trade,1904
Cameron1857,"Cameron, Cyril",male,1857-12-05,0,PROT,Protectionist Party,Protectionist Party,NA
Cameron1873,"Cameron, Malcolm",male,1873-07-12,1,LIB,Liberal Party of Australia,Liberals,1922
Cameron1873,"Cameron, Malcolm",male,1873-07-12,1,NAT,Nationalist Party,Nationalist Party,1922
Cameron1873,"Cameron, Malcolm",male,1873-07-12,1,UAP,United Australia Party,United Australia Party,1922
Cameron1878,"Cameron, Don",male,1878-01-19,0,ALP,Australian Labor Party,Labor,NA
Cameron1879,"Cameron, Donald Charles",male,1879-11-19,1,NAT,Nationalist Party,Nationalist Party,1919
Cameron1895,"Cameron, Archie",male,1895-03-22,1,CP,Australian Country Party,Nationals,1934
Cameron1895,"Cameron, Archie",male,1895-03-22,1,LCL,Liberal Country League,Liberal Country League,1934
Cameron1895,"Cameron, Archie",male,1895-03-22,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1934
Cameron1895,"Cameron, Archie",male,1895-03-22,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1934
Cameron1900,"Cameron, Donald Alastair",male,1900-03-17,1,LIB,Liberal Party of Australia,Liberals,1949
Cameron1913,"Cameron, Clyde",male,1913-02-11,1,ALP,Australian Labor Party,Labor,1949
Cameron1914,"Cameron, Don Newton",male,1914-01-13,0,ALP,Australian Labor Party,Labor,NA
Cameron1917,"Cameron, Don James",male,1917-10-15,1,ALP,Australian Labor Party,Labor,1961
Cameron1930,"Cameron, Ewen",male,1930-01-12,1,LIB,Liberal Party of Australia,Liberals,1977
Cameron1935,"Cameron, Martin",male,1935-08-24,0,LIB,Liberal Party of Australia,Liberals,NA
Cameron1938,"Cameron, Ian",male,1938-03-08,1,NCP,National Country Party,Nationals,1980
Cameron1938,"Cameron, Ian",male,1938-03-08,1,NPA,National Party of Australia,Nationals,1980
Cameron1940,"Cameron, Don Milner",male,1940-02-06,1,LIB,Liberal Party of Australia,Liberals,1977
Cameron1940,"Cameron, Don Milner",male,1940-02-06,1,LIB,Liberal Party of Australia,Liberals,1966
Cameron1940,"Cameron, Don Milner",male,1940-02-06,1,LIB,Liberal Party of Australia,Liberals,1983
Cameron1965,"Cameron, Ross",male,1965-05-14,1,LIB,Liberal Party of Australia,Liberals,1996
CameronDouglas1951,"Cameron, Doug",male,1951-01-27,0,ALP,Australian Labor Party,Labor,NA
CameronEoin1951,"Cameron, Eoin",male,1951-01-04,1,LIB,Liberal Party of Australia,Liberals,1993
Campbell1939,"Campbell, Graeme",male,1939-08-13,1,ALP,Australian Labor Party,Labor,1980
Campbell1939,"Campbell, Graeme",male,1939-08-13,1,IND,Independent,Independent,1980
Campbell1943,"Campbell, George",male,1943-02-18,0,ALP,Australian Labor Party,Labor,NA
Campbell1959,"Campbell, Ian",male,1959-05-22,0,LIB,Liberal Party of Australia,Liberals,NA
Campbell1972,"Campbell, Jodie",female,1972-01-18,1,ALP,Australian Labor Party,Labor,2007
Canavan1980,"Canavan, Matt",male,1980-12-17,0,NP,The Nationals,The Nationals,NA
Cann1871,"Cann, George",male,1871-05-29,1,ALP,Australian Labor Party,Labor,1910
Cant1907,"Cant, Harry",male,1907-11-19,0,ALP,Australian Labor Party,Labor,NA
Carige1938,"Carige, Colin",male,1938-07-19,1,NCP,National Country Party,Nationals,1975
Carlton1935,"Carlton, Jim",male,1935-05-13,1,LIB,Liberal Party of Australia,Liberals,1977
Carpenter1863,"Carpenter, William",male,1863-04-05,1,ALP,Australian Labor Party,Labor,1903
Carr1875,"Carr, Ernie",male,1875-09-28,1,ALP,Australian Labor Party,Labor,1906
Carr1875,"Carr, Ernie",male,1875-09-28,1,NAT,Nationalist Party,Nationalist Party,1906
Carr1947,"Carr, Bob",male,1947-09-28,0,ALP,Australian Labor Party,Labor,NA
Carr1955,"Carr, Kim",male,1955-07-02,0,ALP,Australian Labor Party,Labor,NA
Carrick1918,"Carrick, John",male,1918-09-04,0,LIB,Liberal Party of Australia,Liberals,NA
Carroll1872,"Carroll, William",male,1872-01-03,0,CP,Australian Country Party,Nationals,NA
Casey1890,"Casey, Richard",male,1890-08-29,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1931
Casey1890,"Casey, Richard",male,1890-08-29,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1949
Casey1890,"Casey, Richard",male,1890-08-29,1,UAP,United Australia Party,United Australia Party,1931
Casey1890,"Casey, Richard",male,1890-08-29,1,UAP,United Australia Party,United Australia Party,1949
Cash1919,"Cash, Doug",male,1919-07-15,1,LIB,Liberal Party of Australia,Liberals,1958
Cash1970,"Cash, Michaelia",female,1970-07-19,0,LIB,Liberal Party of Australia,Liberals,NA
Cass1927,"Cass, Moss",male,1927-02-18,1,ALP,Australian Labor Party,Labor,1969
Catley1942,"Catley, Bob",male,1942-09-01,1,ALP,Australian Labor Party,Labor,1990
Catts1877,"Catts, James",male,1877-08-12,1,ALP,Australian Labor Party,Labor,1906
Causley1940,"Causley, Ian",male,1940-10-19,1,NP,The Nationals,Nationals,1996
Causley1940,"Causley, Ian",male,1940-10-19,1,NPA,National Party of Australia,Nationals,1996
Cavanagh1913,"Cavanagh, Jim",male,1913-06-21,0,ALP,Australian Labor Party,Labor,NA
Chalmers1978,"Chalmers, Jim",male,1978-03-02,1,ALP,Australian Labor Party,Labor,2013
Chamarette1948,"Chamarette, Christabel",female,1948-05-01,0,GWA,The Greens (WA) Inc,The Greens (WA) Inc,NA
Chamberlain1884,"Chamberlain, Jack",male,1884-04-29,0,LIB,Liberal Party of Australia,Liberals,NA
Chambers1897,"Chambers, Cyril",male,1897-02-28,1,ALP,Australian Labor Party,Labor,1943
Champion1972,"Champion, Nick",male,1972-02-27,1,ALP,Australian Labor Party,Labor,2007
Champion1972,"Champion, Nick",male,1972-02-27,1,ALP,Australian Labor Party,Labor,2019
Chandler1990,"Chandler, Claire",female,1990-06-01,0,LIB,Liberal Party of Australia,Liberals,NA
Chaney1914,"Chaney, Fred Charles",male,1914-10-12,1,LIB,Liberal Party of Australia,Liberals,1955
Chaney1941,"Chaney, Fred Michael",male,1941-10-28,1,LIB,Liberal Party of Australia,Liberals,1990
Chanter1845,"Chanter, John",male,1845-02-11,1,ALP,Australian Labor Party,Labor,1901
Chanter1845,"Chanter, John",male,1845-02-11,1,ALP,Australian Labor Party,Labor,1904
Chanter1845,"Chanter, John",male,1845-02-11,1,ALP,Australian Labor Party,Labor,1914
Chanter1845,"Chanter, John",male,1845-02-11,1,NAT,Nationalist Party,Nationalist Party,1901
Chanter1845,"Chanter, John",male,1845-02-11,1,NAT,Nationalist Party,Nationalist Party,1904
Chanter1845,"Chanter, John",male,1845-02-11,1,NAT,Nationalist Party,Nationalist Party,1914
Chanter1845,"Chanter, John",male,1845-02-11,1,NAT & FARMERS,Nationalist and Farmers,Nationalist and Farmers,1901
Chanter1845,"Chanter, John",male,1845-02-11,1,NAT & FARMERS,Nationalist and Farmers,Nationalist and Farmers,1904
Chanter1845,"Chanter, John",male,1845-02-11,1,NAT & FARMERS,Nationalist and Farmers,Nationalist and Farmers,1914
Chanter1845,"Chanter, John",male,1845-02-11,1,PROT,Protectionist Party,Protectionist Party,1901
Chanter1845,"Chanter, John",male,1845-02-11,1,PROT,Protectionist Party,Protectionist Party,1904
Chanter1845,"Chanter, John",male,1845-02-11,1,PROT,Protectionist Party,Protectionist Party,1914
Chapman1864,"Chapman, Austin",male,1864-07-10,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1901
Chapman1864,"Chapman, Austin",male,1864-07-10,1,NAT,Nationalist Party,Nationalist Party,1901
Chapman1864,"Chapman, Austin",male,1864-07-10,1,PROT,Protectionist Party,Protectionist Party,1901
Chapman1879,"Chapman, John",male,1879-12-16,0,CP,Australian Country Party,Nationals,NA
Chapman1949,"Chapman, Grant",male,1949-04-27,1,LIB,Liberal Party of Australia,Liberals,1975
Charles1936,"Charles, Bob",male,1936-07-24,1,LIB,Liberal Party of Australia,Liberals,1990
Charles1948,"Charles, David",male,1948-03-02,1,ALP,Australian Labor Party,Labor,1980
Charleston1848,"Charleston, David",male,1848-05-27,0,FT,Free Trade,Free Trade,NA
Charlesworth1952,"Charlesworth, Ric",male,1952-02-06,1,ALP,Australian Labor Party,Labor,1983
Charlton1866,"Charlton, Matthew",male,1866-03-15,1,ALP,Australian Labor Party,Labor,1910
Chataway1864,"Chataway, Thomas",male,1864-04-06,0,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,NA
Cheeseman1976,"Cheeseman, Darren",male,1976-06-08,1,ALP,Australian Labor Party,Labor,2007
Cherry1965,"Cherry, John",male,1965-05-22,0,AD,Australian Democrats,Australian Democrats,NA
Chester1967,"Chester, Darren",male,1967-09-13,1,NP,The Nationals,The Nationals,2008
Chesters1980,"Chesters, Lisa",female,1980-02-11,1,ALP,Australian Labor Party,Labor,2013
Chifley1885,"Chifley, Ben",male,1885-09-22,1,ALP,Australian Labor Party,Labor,1928
Chifley1885,"Chifley, Ben",male,1885-09-22,1,ALP,Australian Labor Party,Labor,1940
Child1921,"Child, Joan",female,1921-08-03,1,ALP,Australian Labor Party,Labor,1974
Child1921,"Child, Joan",female,1921-08-03,1,ALP,Australian Labor Party,Labor,1980
Childs1934,"Childs, Bruce",male,1934-08-23,0,ALP,Australian Labor Party,Labor,NA
Chipp1925,"Chipp, Don",male,1925-08-21,1,AD,Australian Democrats,Australian Democrats,1960
Chipp1925,"Chipp, Don",male,1925-08-21,1,AD,Australian Democrats,Australian Democrats,1969
Chipp1925,"Chipp, Don",male,1925-08-21,1,IND,Independent,Independent,1960
Chipp1925,"Chipp, Don",male,1925-08-21,1,IND,Independent,Independent,1969
Chipp1925,"Chipp, Don",male,1925-08-21,1,LIB,Liberal Party of Australia,Liberals,1960
Chipp1925,"Chipp, Don",male,1925-08-21,1,LIB,Liberal Party of Australia,Liberals,1969
Chisholm1978,"Chisholm, Anthony",male,1978-02-24,0,ALP,Australian Labor Party,Labor,NA
Chresby1908,"Chresby, Arthur",male,1908-02-06,1,LIB,Liberal Party of Australia,Liberals,1958
Christensen1978,"Christensen, George",male,1978-06-30,1,NP,The Nationals,The Nationals,2010
Chynoweth1941,"Chynoweth, Bob",male,1941-06-07,1,ALP,Australian Labor Party,Labor,1984
Chynoweth1941,"Chynoweth, Bob",male,1941-06-07,1,ALP,Australian Labor Party,Labor,1993
Chynoweth1941,"Chynoweth, Bob",male,1941-06-07,1,ALP,Australian Labor Party,Labor,1983
Ciccone1983,"Ciccone, Raff",male,1983-11-01,0,ALP,Australian Labor Party,Labor,NA
Ciobo1974,"Ciobo, Steve",male,1974-05-29,1,LIB,Liberal Party of Australia,Liberals,2001
Clare1972,"Clare, Jason",male,1972-03-22,1,ALP,Australian Labor Party,Labor,2007
Clarey1890,"Clarey, Percy",male,1890-01-20,1,ALP,Australian Labor Party,Labor,1949
Clark1897,"Clark, Joe",male,1897-07-29,1,ALP,Australian Labor Party,Labor,1934
Clark1897,"Clark, Joe",male,1897-07-29,1,LANG LAB,Lang Labor Party,Lang Labor Party,1934
Clarke1857,"Clarke, Francis",male,1857-03-25,1,PROT,Protectionist Party,Protectionist Party,1901
Clasby1891,"Clasby, John",male,NA,1,UAP,United Australia Party,United Australia Party,1931
Clay1900,"Clay, Lionel",male,NA,1,ALP,Australian Labor Party,Labor,1958
Claydon1964,"Claydon, Sharon",female,1964-04-26,1,ALP,Australian Labor Party,Labor,2013
Clayton1942,"Clayton, Gareth",male,1942-02-03,1,ALP,Australian Labor Party,Labor,1974
Cleary1952,"Cleary, Phil",male,1952-12-08,1,IND,Independent,Independent,1992
Cleary1952,"Cleary, Phil",male,1952-12-08,1,IND,Independent,Independent,1993
Cleaver1917,"Cleaver, Richard",male,1917-08-16,1,LIB,Liberal Party of Australia,Liberals,1955
Cleeland1938,"Cleeland, Peter",male,1938-05-31,1,ALP,Australian Labor Party,Labor,1984
Cleeland1938,"Cleeland, Peter",male,1938-05-31,1,ALP,Australian Labor Party,Labor,1993
Clemons1862,"Clemons, John",male,1862-03-24,0,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,NA
Clemons1862,"Clemons, John",male,1862-03-24,0,FT,Free Trade,Free Trade,NA
Clemons1862,"Clemons, John",male,1862-03-24,0,LIB,Liberal Party of Australia,Liberals,NA
Clothier1877,"Clothier, Robert",male,1877-03-26,0,ALP,Australian Labor Party,Labor,NA
Coates1944,"Coates, John",male,1944-03-23,1,ALP,Australian Labor Party,Labor,1972
Cobb1945,"Cobb, Michael",male,1945-03-16,1,NPA,National Party of Australia,Nationals,1984
Cobb1950,"Cobb, John",male,1950-02-11,1,NP,The Nationals,Nationals,2007
Cobb1950,"Cobb, John",male,1950-02-11,1,NP,The Nationals,Nationals,2001
Cobb1950,"Cobb, John",male,1950-02-11,1,NPA,National Party of Australia,Nationals,2007
Cobb1950,"Cobb, John",male,1950-02-11,1,NPA,National Party of Australia,Nationals,2001
Cockle1908,"Cockle, John",male,1908-09-29,1,LIB,Liberal Party of Australia,Liberals,1961
Cohen1918,"Cohen, Sam",male,1918-10-26,0,ALP,Australian Labor Party,Labor,NA
Cohen1935,"Cohen, Barry",male,1935-04-03,1,ALP,Australian Labor Party,Labor,1969
Coker1962,"Coker, Libby",female,NA,1,ALP,Australian Labor Party,Labor,2019
Colbeck1958,"Colbeck, Richard",male,1958-04-05,0,LIB,Liberal Party of Australia,Liberals,NA
Cole1908,"Cole, George",male,1908-02-09,0,ALP,Australian Labor Party,Labor,NA
Cole1908,"Cole, George",male,1908-02-09,0,ALP (A-C),Australian Labor Party (Anti-Communist),Australian Labor Party (Anti-Communist),NA
Cole1908,"Cole, George",male,1908-02-09,0,DLP,Democratic Labor Party,Democratic Labor Party,NA
Colebatch1872,"Colebatch, Hal",male,1872-03-29,0,NAT,Nationalist Party,Nationalist Party,NA
Coleman1892,"Coleman, Percy",male,1892-10-20,1,ALP,Australian Labor Party,Labor,1922
Coleman1928,"Coleman, Peter",male,1928-12-15,1,LIB,Liberal Party of Australia,Liberals,1981
Coleman1931,"Coleman, Ruth",female,1931-09-27,0,ALP,Australian Labor Party,Labor,NA
Coleman1974,"Coleman, David",male,1974-03-05,1,LIB,Liberal Party of Australia,Liberals,2013
Coles1892,"Coles, Arthur",male,1892-08-07,1,IND,Independent,Independent,1940
Collard1912,"Collard, Fred",male,1912-06-06,1,ALP,Australian Labor Party,Labor,1961
Collard1936,"Collard, Stan",male,1936-03-25,0,NCP,National Country Party,Nationals,NA
Collard1936,"Collard, Stan",male,1936-03-25,0,NPA,National Party of Australia,Nationals,NA
Collett1877,"Collett, Herbert",male,1877-11-12,0,NAT,Nationalist Party,Nationalist Party,NA
Collett1877,"Collett, Herbert",male,1877-11-12,0,UAP,United Australia Party,United Australia Party,NA
Collings1865,"Collings, Joe",male,1865-05-11,0,ALP,Australian Labor Party,Australian Labor Party,NA
Collings1865,"Collings, Joe",male,1865-05-11,0,FLP,Federal Labor Party,Federal Labor Party,NA
